OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741786,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741786,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1411,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741786,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741786,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741786,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741786,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741786,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741786,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741786,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,143,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,139,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,139,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741787,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,139,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,139,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,139,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741788,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741808,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741808,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741808,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741808,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1411,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741808,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,143,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,139,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,139,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741809,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,139,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745741810,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
